TradingDate,log_return
2022-06-30,0.036367644170874916
2022-07-31,-0.18232155679395468
2022-08-31,0.05556985115481078
2022-09-30,0.013423020332140545
2022-10-31,-0.127833371509885
2022-11-30,-0.12921173148000614
2022-12-31,0.503905180921417
2023-01-31,-0.3158529494184773
2023-02-28,0.14595391262307975
2023-03-31,0.12733942237660148
2023-04-30,-0.1650797503594485
2023-05-31,-0.08004270767353637
2023-06-30,-0.08701137698962991
2023-07-31,0.05884050002293346
2023-08-31,0.13353139262452282
2023-09-30,-0.05129329438755066
2023-10-31,-0.15634607039069418
2023-11-30,0.045120435280469384
2023-12-31,0.0709517359722844
2024-01-31,-0.1315763577887191
2024-02-29,-0.03174869831458042
2024-03-31,0.03174869831458054
2024-04-30,0.10379679368164366
2024-05-31,-0.16833531481921454
2024-06-30,-0.05129329438755058
2024-07-31,0.0
2024-08-31,0.034486176071169106
2024-09-30,-0.22738984219566086
2024-10-31,0.24419696051204215
2024-11-30,-1.0755285551056204e-16
2024-12-31,-0.03390155167568126
2025-01-31,0.03390155167568126
2025-02-28,0.08004270767353669
2025-03-31,0.05971923470162234
2025-04-30,-0.07522342123758768
2025-05-31,0.089612158689687
2025-06-30,-0.04380262265839281
