TradingDate,log_return
2022-06-30,-0.28995222098632
2022-07-31,0.026907452919924357
2022-08-31,0.060103924069705314
2022-09-30,-0.18232155679395473
2022-10-31,0.07696104113612817
2022-11-30,0.09699226598730962
2022-12-31,-0.18400364297693958
2023-01-31,-1.3877787807814457e-17
2023-02-28,0.04927104900678289
2023-03-31,-0.22555029134477467
2023-04-30,0.0584962066816085
2023-05-31,-0.046520015634892754
2023-06-30,0.25131442828090583
2023-07-31,0.23052365861183238
2023-08-31,-0.30748469974796055
2023-09-30,-0.010050335853501353
2023-10-31,-0.08426034361773996
2023-11-30,0.03243527575315389
2023-12-31,-0.11247798342669042
2024-01-31,-0.04879016416943217
2024-02-29,0.3184537311185346
2024-03-31,-0.26966356694910265
2024-04-30,0.023530497410194348
2024-05-31,-0.01169603976319123
2024-06-30,0.1006435257796876
2024-07-31,-0.21256144198367277
2024-08-31,0.11191791620398528
2024-09-30,0.15246859364427304
2024-10-31,0.21706450523782742
2024-11-30,0.05535009508316516
2024-12-31,0.03030534949532889
2025-01-31,-0.03030534949532901
2025-02-28,0.2799600263578705
2025-03-31,-0.08489944378648626
2025-04-30,-0.12095261041766243
2025-05-31,0.19415601444095748
2025-06-30,0.034685557987890275
