TradingDate,log_return
2022-06-30,-0.2006706892919716
2022-07-31,0.13879528970921723
2022-08-31,0.05983667297926063
2022-09-30,-0.2760003973836146
2022-10-31,-0.3951275637163696
2022-11-30,0.09514517458098726
2022-12-31,-0.14538828455803118
2023-01-31,0.19997647700774343
2023-02-28,-0.18482468489793089
2023-03-31,0.10347906609568112
2023-04-30,0.09838709343950451
2023-05-31,0.10074159226144748
2023-06-30,0.004157985777061996
2023-07-31,0.1892534075571797
2023-08-31,0.031104603064600264
2023-09-30,-0.0603749802660733
2023-10-31,-0.10426103013626857
2023-11-30,0.3024856196886994
2023-12-31,0.03421086048611713
2024-01-31,0.06305995719371478
2024-02-29,0.10112077139979032
2024-03-31,0.019507216388824477
2024-04-30,-0.06469709065431337
2024-05-31,0.05563708030539574
2024-06-30,-0.09237332013101524
2024-07-31,-0.007772059847703288
2024-08-31,-0.0357417263382639
2024-09-30,0.014715984632513033
2024-10-31,0.03394581807085456
2024-11-30,0.04394932013179183
2024-12-31,0.04092026978936274
2025-01-31,-0.0023612761856798333
2025-02-28,0.07512063046810857
2025-03-31,-0.09421428928368783
2025-04-30,-0.3345463814279989
2025-05-31,0.16420101568075954
2025-06-30,-0.02166149678117943
