TradingDate,log_return
2022-06-30,-0.14030342753446706
2022-07-31,-0.05469658751925849
2022-08-31,0.11725126217934777
2022-09-30,-0.0936094991223074
2022-10-31,-0.18419246472976658
2022-11-30,-0.10581523066122453
2022-12-31,0.07687135905903125
2023-01-31,0.08999645383308326
2023-02-28,-0.12653019716553904
2023-03-31,0.03877338592596078
2023-04-30,0.20371669233444645
2023-05-31,0.10554298076188172
2023-06-30,0.008176660437245794
2023-07-31,0.1480829832648332
2023-08-31,0.12400583109465299
2023-09-30,-0.0640423663270953
2023-10-31,-0.2736713353821822
2023-11-30,0.31766290466371694
2023-12-31,-0.018878868466458563
2024-01-31,0.08004270767353637
2024-02-29,-0.03352269203864377
2024-03-31,0.09737416402517615
2024-04-30,-0.21373775302733347
2024-05-31,0.2834176736653233
2024-06-30,-0.03922071315328153
2024-07-31,-0.29511705093929924
2024-08-31,-0.04268940869505057
2024-09-30,-0.022048137221762493
2024-10-31,-0.10748591497013966
2024-11-30,0.127975205422611
2024-12-31,0.07305902916577328
2025-01-31,-0.1073585183204992
2025-02-28,0.17953991383207746
2025-03-31,-0.054376770878071634
2025-04-30,-0.09722377426476478
2025-05-31,0.22799400544795895
2025-06-30,0.041699029167748265
