TradingDate,log_return
2022-06-30,-0.30387525234653145
2022-07-31,0.1271948698387299
2022-08-31,0.11700209067331228
2022-09-30,-0.19237189264745605
2022-10-31,-0.19451682988777294
2022-11-30,0.16634595292107646
2022-12-31,-0.08394642115401005
2023-01-31,0.19912867511033583
2023-02-28,-0.1685282346616187
2023-03-31,0.1638878551051166
2023-04-30,0.0023228814161396633
2023-05-31,0.07161896398248606
2023-06-30,0.1470165950102465
2023-07-31,0.1390876335161629
2023-08-31,0.11909377453892021
2023-09-30,-0.04908961019652352
2023-10-31,-0.2110316626763858
2023-11-30,0.19518347043636267
2023-12-31,0.04681041784399046
2024-01-31,0.04762804898925421
2024-02-29,0.07286134826487187
2024-03-31,0.039740328649514
2024-04-30,-0.08961215868968722
2024-05-31,-0.01430639565123809
2024-06-30,-0.021850832948108256
2024-07-31,-0.06542256421857416
2024-08-31,0.05803154757218472
2024-09-30,0.058693177324895485
2024-10-31,-0.04771547303966675
2024-11-30,-0.08019936154712379
2024-12-31,0.059305913958846525
2025-01-31,-0.03119161247800701
2025-02-28,0.040742783462350614
2025-03-31,-0.011472401162236965
2025-04-30,-0.12477860151492798
2025-05-31,0.021552558385734496
2025-06-30,0.0063762171392759345
