parametric_var_95,historical_var_95,parametric_var_99,historical_var_99,stock_code
0.08262612282945668,0.07442667759348498,0.11978755634579416,0.14066608374604517,QNS
0.12096341299173503,0.11666698100677096,0.17238242146906696,0.16664325691884166,REE
0.12418342449113488,0.08640048264162507,0.17152710149864114,0.1892005150029502,SAB
0.1776691845054212,0.16240597543866064,0.26420775974839045,0.24843315526552454,SCL
0.3083652855374859,0.2820687812017314,0.4330694512721201,0.5391654475468165,SDU
0.09087389678343805,0.07422818265808742,0.12924726472380776,0.1627685584825034,SGB
0.21213265376696053,0.17467296040926364,0.2992207705242534,0.35889249178430394,SGT
0.10699467983266618,0.0755009488500333,0.15476199776156563,0.18134749239382345,SKV
0.25902836298628507,0.1906364311133696,0.36392098445644566,0.32687909637844054,SMT
0.1944803799260792,0.19781979644549547,0.27740567099918323,0.27045156006527893,SSI
0.24110318041226494,0.28770959419249137,0.34043398937563685,0.3733183380925561,SZC
0.13464570633117376,0.18374707496434098,0.19654489142733775,0.2482849651373993,TCB
0.14782415120778472,0.1623757462151789,0.20738961239656464,0.19954089338614564,THD
0.17713814503275943,0.13173566852852311,0.2656553063243375,0.1864009041504411,TMB
0.10403669794676261,0.09466103553546375,0.144148168615867,0.10619614855595275,TMS
0.11887248803920314,0.11921638341641236,0.1595498583573478,0.18142444999299331,TN1
0.1466081019650444,0.13579826602281775,0.2046608699421544,0.22885307990268045,TNH
0.5042948789143803,0.5235332279267881,0.7182590668019776,0.6777899058006313,TSJ
0.1912448886549548,0.1785604566926831,0.2760084875068227,0.2532036520728878,TTD
0.2329309524938983,0.22572446949830305,0.33242471721477945,0.28739659333873707,TV2
0.1919206288502208,0.18232155679395454,0.269875582995882,0.2373247118664184,TW3
0.11624584748447242,0.10036481348001719,0.17312741647814958,0.11732348078560399,VAV
0.1626119335907173,0.15583470195423374,0.23136212877335796,0.19272911159550501,VBB
0.09113764927640229,0.08582150768140151,0.13115089801774812,0.12788736731070252,VCB
0.20066822746465335,0.24173675731574068,0.286287746601239,0.2763682485100689,VCG
0.17929713859764873,0.22496815961328234,0.2492383510689458,0.2516119448772907,VCS
0.07103707106309073,0.050541571095344746,0.10248738224436038,0.07082325991106704,VEA
0.2428599685280231,0.21249539597509035,0.3477955844348053,0.29881002625043795,VEF
0.19810983383985362,0.22365064455901537,0.28228461996558535,0.2555478997884546,VGC
0.16250254588536542,0.09960426031548371,0.2405583958648052,0.19011701872158604,VGV
0.18902198508302215,0.1843106974920594,0.26850084893268966,0.19724974093211026,VHM
0.14431641951328306,0.11460503820895537,0.20921529208774056,0.2307719161335742,VLB
0.15616191664884263,0.1576261534768818,0.21710861213641058,0.25625088274198976,VLC
0.2448294603722055,0.2661675144719613,0.3439104385728155,0.38297343213668256,VND
0.07787016788276152,0.062093174818612776,0.10982217213404802,0.07982843177457968,VNM
0.062299334454052925,0.053085915531942016,0.09464604500777643,0.06470588700130281,VPD
0.11347004948784487,0.11054869808901649,0.1579610714259255,0.12899798056536171,VPS
0.16402475025201546,0.1493290678361175,0.23063160445781797,0.15750600500446388,VRE
0.17897053761526766,0.15926339844785203,0.24841582637046586,0.18218263892836514,VTD
0.24449511454070844,0.21785779224144486,0.339092889586664,0.4304033069685773,VTE
0.2245006491708944,0.22322580172021286,0.32540001170294885,0.26309609629973757,VTP
0.2839282930668866,0.18991551927633976,0.4000314851677467,0.34083918359934867,XPH
0.27859834304432907,0.18549196722788397,0.3932358341097233,0.39144157739407226,YEG
